Date,Open,High,Low,Close,Adj Close,Volume
2019-04-16,3867.703857,4014.210693,3859.666748,4013.705566,4013.705566,8907143755
2019-04-17,4014.267334,4045.084473,4002.206787,4028.068604,4028.068604,9539916648
2019-04-18,4027.686035,4097.655273,4027.033691,4077.844238,4077.844238,10202711644
2019-04-19,4077.761719,4105.769531,4028.098145,4081.124756,4081.124756,10603480238
2019-04-20,4081.392334,4123.197754,4075.019043,4107.343262,4107.343262,10133648679
2019-04-21,4105.798828,4124.301270,4045.364990,4090.616211,4090.616211,10569455426
2019-04-22,4088.734863,4177.096191,4064.566895,4159.422852,4159.422852,11248425347
2019-04-23,4159.422852,4354.416504,4153.159180,4307.279785,4307.279785,12264984883
2019-04-24,4306.502930,4366.434570,4196.509766,4235.304199,4235.304199,13212328173
2019-04-25,4236.589355,4298.836914,4017.164795,4040.723633,4040.723633,11888542801
2019-04-26,4040.560303,4172.015137,4015.220215,4086.400391,4086.400391,13013160047
2019-04-27,4086.495361,4111.423340,4051.017334,4078.552979,4078.552979,10150355515
2019-04-28,4081.228027,4123.888184,4065.849609,4090.845459,4090.845459,9923032811
2019-04-29,4090.448730,4104.208008,4034.092773,4057.961426,4057.961426,10622135679
2019-04-30,4057.987793,4114.026367,4007.350586,4104.414063,4104.414063,10646220629
2019-05-01,4103.659180,4139.913086,4100.847656,4139.043945,4139.043945,10479982339
2019-05-02,4138.833984,4239.225586,4132.132324,4224.259277,4224.259277,11236841299
2019-05-03,4224.481934,4513.649414,4211.248535,4378.875977,4378.875977,14211487005
2019-05-04,4379.568848,4468.911621,4285.639648,4426.608398,4426.608398,13336211845
2019-05-05,4426.533203,4428.654297,4333.140625,4407.080078,4407.080078,11260694117
2019-05-06,4404.177246,4429.884766,4310.292480,4387.681641,4387.681641,12015314935
2019-05-07,4386.759277,4587.082520,4379.967285,4461.580078,4461.580078,13796422021
2019-05-08,4476.081543,4603.300293,4433.890625,4597.476563,4597.476563,11773777929
2019-05-09,4597.972168,4752.895996,4597.972168,4745.940430,4745.940430,12901215571
2019-05-10,4747.299316,4943.459473,4736.187012,4907.248535,4907.248535,14939710120
2019-05-11,4907.877930,5641.279297,4904.824707,5542.630859,5542.630859,22207815700
2019-05-12,5541.658203,5774.004395,5244.531250,5360.066406,5360.066406,21350972453
2019-05-13,5359.148926,6208.893066,5302.937500,6029.207031,6029.207031,22124824088
2019-05-14,6023.564453,6391.648926,5962.494141,6193.474121,6193.474121,24815566826
2019-05-15,6190.167480,6397.299316,6113.553223,6386.787598,6386.787598,22062660679
2019-05-16,6378.517578,6476.180664,6038.756348,6161.047363,6161.047363,25915919508
2019-05-17,6162.985840,6199.323242,5530.002441,5773.954590,5773.954590,23639147891
2019-05-18,5772.200195,5855.231445,5701.313965,5716.805664,5716.805664,16789273952
2019-05-19,5714.254395,6491.663086,5714.254395,6439.563965,6439.563965,20347233195
2019-05-20,6438.962402,6441.934082,6031.836426,6268.142578,6268.142578,18732522933
2019-05-21,6267.875488,6344.120117,6159.029785,6266.939941,6266.939941,19774513678
2019-05-22,6261.402832,6288.818359,6015.045898,6064.633789,6064.633789,19519954468
2019-05-23,6062.616211,6273.211914,5961.410156,6223.923828,6223.923828,19312628562
2019-05-24,6224.151367,6407.894531,6178.333496,6282.347168,6282.347168,20386300548
2019-05-25,6285.897461,6385.520020,6265.519043,6334.090820,6334.090820,17507097906
2019-05-26,6336.184570,6829.103516,6233.505859,6815.794922,6815.794922,20964722729
2019-05-27,6816.840820,7024.616211,6804.933594,6944.333496,6944.333496,22041550928
2019-05-28,6941.952148,6944.983887,6806.526367,6889.441406,6889.441406,19141131693
2019-05-29,6888.358398,6921.001953,6698.488770,6856.833496,6856.833496,18586982168
2019-05-30,6858.633301,7142.737793,6518.400879,6598.564453,6598.564453,23196796381
2019-05-31,6599.209961,6793.765137,6466.122070,6784.145508,6784.145508,20068939086
2019-06-01,6783.622070,6824.574707,6710.624512,6775.849609,6775.849609,17792745764
2019-06-02,6777.002441,6970.494141,6773.649414,6918.923340,6918.923340,16038095640
2019-06-03,6917.965332,6917.297852,6478.140137,6482.388672,6482.388672,17376280541
2019-06-04,6483.960938,6483.960938,5956.467285,6068.543945,6068.543945,19375930721
2019-06-05,6065.845215,6219.916504,6033.340332,6166.770020,6166.770020,17151154719
2019-06-06,6163.145508,6251.767090,5964.350586,6160.703613,6160.703613,15338398431
2019-06-07,6164.514160,6380.468750,6136.560547,6315.426758,6315.426758,15028218500
2019-06-08,6309.792480,6341.288574,6153.425781,6244.904785,6244.904785,12972237519
2019-06-09,6241.408691,6262.057129,5958.894043,6043.136230,6043.136230,13056695495
2019-06-10,6046.443359,6343.040039,5962.502930,6304.171875,6304.171875,14726943211
2019-06-11,6307.255859,6325.472656,6108.118164,6231.183594,6231.183594,13446322027
2019-06-12,6229.391113,6460.376953,6178.572754,6418.121094,6418.121094,14997229669
2019-06-13,6417.354004,6555.433105,6372.782227,6491.729492,6491.729492,14724561417
2019-06-14,6491.603027,6918.161621,6457.588867,6904.815918,6904.815918,15750306203
2019-06-15,6901.570313,7037.203613,6844.902344,7020.719238,7020.719238,14592938388
2019-06-16,7023.154297,7415.899414,7001.798828,7143.422363,7143.422363,18543418657
2019-06-17,7139.003418,7509.999023,7139.003418,7431.890625,7431.890625,12409633290
2019-06-18,7443.942383,7454.842285,7171.314453,7226.858398,7226.858398,12611292775
2019-06-19,7224.678711,7349.732422,7218.692871,7329.393066,7329.393066,12287530069
2019-06-20,7329.028320,7550.856934,7263.823242,7497.646484,7497.646484,14045021994
2019-06-21,7495.604980,7961.499023,7475.326172,7961.499023,7961.499023,16185825103
2019-06-22,7986.116211,8756.340820,7932.051758,8398.740234,8398.740234,23540386751
2019-06-23,8394.816406,8829.381836,8284.476563,8514.356445,8514.356445,16469932400
2019-06-24,8513.080078,8686.982422,8323.169922,8643.616211,8643.616211,15128073662
2019-06-25,8640.543945,9292.244141,8640.543945,9292.244141,9292.244141,19607306185
2019-06-26,9282.523438,10871.591797,9262.976563,10252.768555,10252.768555,35529380069
2019-06-27,10253.901367,10486.999023,8280.054688,8824.352539,8824.352539,31546225698
2019-06-28,8808.066406,9803.189453,8613.719727,9773.379883,9773.379883,27638977670
2019-06-29,9768.206055,9768.321289,9065.264648,9420.515625,9420.515625,23571403420
2019-06-30,9398.948242,9594.130859,8507.458984,8521.754883,8521.754883,21472649819
2019-07-01,8505.822266,8824.858398,7982.251953,8369.724609,8369.724609,23234204260
2019-07-02,8374.113281,8633.909180,7703.961914,8574.242188,8574.242188,24620045437
2019-07-03,8587.884766,9512.228516,8587.884766,9507.164063,9507.164063,24477946763
2019-07-04,9516.263672,9542.428711,8874.608398,8912.908203,8912.908203,20598857668
2019-07-05,8904.382813,9129.166992,8646.902344,8768.001953,8768.001953,19038721412
2019-07-06,8771.263672,9280.444336,8771.263672,8951.092773,8951.092773,16843985151
2019-07-07,8958.332031,9211.540039,8903.379883,9142.115234,9142.115234,15463838201
2019-07-08,9138.722656,9862.308594,9096.720703,9816.922852,9816.922852,18763403987
2019-07-09,9814.894531,10233.120117,9772.578125,10091.742188,10091.742188,22607573814
2019-07-10,10091.147461,10494.787109,9365.035156,9719.375000,9719.375000,26885918160
2019-07-11,9705.944336,9710.876953,8910.399414,9070.152344,9070.152344,22834026853
2019-07-12,9066.668945,9469.862305,8913.121094,9398.671875,9398.671875,18719965344
2019-07-13,9396.397461,9419.330078,8676.822266,9061.726563,9061.726563,16737717924
2019-07-14,9052.691406,9108.516602,8140.766113,8157.668945,8157.668945,17885364401
2019-07-15,8159.084961,8798.510742,7954.546875,8703.792969,8703.792969,20278629944
2019-07-16,8705.041992,8855.687500,7607.077148,7636.543945,7636.543945,19459659592
2019-07-17,7631.430664,8012.960449,7383.736328,7798.092285,7798.092285,19765052261
2019-07-18,7800.389160,8631.723633,7510.553223,8505.368164,8505.368164,20083931958
2019-07-19,8495.379883,8541.433594,8173.279297,8423.533203,8423.533203,16579868305
2019-07-20,8419.602539,8837.515625,8359.975586,8612.333008,8612.333008,16162705677
2019-07-21,8620.644531,8672.122070,8310.017578,8470.476563,8470.476563,13690228861
2019-07-22,8468.751953,8513.262695,8138.154297,8293.061523,8293.061523,13096868540
2019-07-23,8295.980469,8319.291992,7942.901855,7960.692871,7960.692871,14353798156
2019-07-24,7950.210449,7929.574219,7693.224121,7859.254883,7859.254883,13936212204
2019-07-25,7856.988770,8158.486328,7820.875977,7959.357910,7959.357910,12705264858
2019-07-26,7960.389648,7963.042969,7806.231445,7970.812988,7970.812988,11706086710
2019-07-27,7971.508789,8210.670898,7600.321289,7653.746094,7653.746094,13581306180
2019-07-28,7665.010742,7733.038086,7473.588867,7718.787598,7718.787598,11100969081
2019-07-29,7715.004883,7829.122559,7699.934570,7792.363281,7792.363281,11289663350
2019-07-30,7794.968750,7984.577148,7783.527832,7900.011719,7900.011719,11372004757
2019-07-31,7897.238281,8298.676758,7897.525879,8298.676758,8298.676758,13684781082
2019-08-01,8291.941406,8619.284180,8179.564453,8576.763672,8576.763672,14156511611
2019-08-02,8578.721680,8780.969727,8540.840820,8649.094727,8649.094727,14381282063
2019-08-03,8650.002930,9001.538086,8637.031250,8898.706055,8898.706055,12624512925
2019-08-04,8898.628906,9062.228516,8733.054688,9029.701172,9029.701172,13606794401
2019-08-05,9021.923828,9789.244141,9021.923828,9710.988281,9710.988281,19639696010
2019-08-06,9715.314453,10063.944336,9280.585938,9434.263672,9434.263672,19426427674
2019-08-07,9430.860352,9905.239258,9383.536133,9834.402344,9834.402344,18277928266
2019-08-08,9845.933594,9866.178711,9521.126953,9854.492188,9854.492188,16043344050
2019-08-09,9843.777344,9857.671875,9681.511719,9854.541992,9854.541992,15235029659
2019-08-10,9853.395508,9898.334961,9406.762695,9431.788086,9431.788086,15056732770
2019-08-11,9428.228516,9585.428711,9343.958984,9585.428711,9585.428711,13121279972
2019-08-12,9582.231445,9582.231445,9370.578125,9424.601563,9424.601563,11299634484
2019-08-13,9426.390625,9459.284180,8973.510742,9032.261719,9032.261719,13828382580
2019-08-14,9026.732422,9027.061523,8315.168945,8334.742188,8334.742188,16576143237
2019-08-15,8324.040039,8626.843750,7978.304688,8528.679688,8528.679688,18939858084
2019-08-16,8536.224609,8691.881836,8105.224609,8538.547852,8538.547852,16648724710
2019-08-17,8525.694336,8602.980469,8301.806641,8421.185547,8421.185547,11339943380
2019-08-18,8422.224609,8630.649414,8328.470703,8509.428711,8509.428711,10692346907
2019-08-19,8512.601563,9001.377930,8487.921875,9001.377930,9001.377930,13225152992
2019-08-20,9000.844727,9024.697266,8749.343750,8850.617188,8850.617188,12378164526
2019-08-21,8850.513672,8899.384766,8217.352539,8357.148438,8357.148438,16052345332
2019-08-22,8360.825195,8417.672852,8100.977539,8268.370117,8268.370117,13953977975
2019-08-23,8273.975586,8505.004883,8230.860352,8476.923828,8476.923828,12727664010
2019-08-24,8476.662109,8485.790039,8130.231445,8275.592773,8275.592773,12585327996
2019-08-25,8276.225586,8392.393555,8156.552246,8268.792969,8268.792969,11543630681
2019-08-26,8259.151367,8574.233398,8259.151367,8484.326172,8484.326172,15084589148
2019-08-27,8486.008789,8496.753906,8213.191406,8292.351563,8292.351563,12018727562
2019-08-28,8307.058594,8406.414063,7945.979980,7983.849121,7983.849121,14408438323
2019-08-29,7986.007324,7986.007324,7727.988281,7804.203613,7804.203613,13988086540
2019-08-30,7809.479980,7937.382324,7739.118164,7893.874023,7893.874023,11181220937
2019-08-31,7893.352539,7955.595215,7839.285645,7920.595215,7920.595215,9420833717
2019-09-01,7920.537109,8056.548340,7882.020020,8025.618164,8025.618164,9413438943
2019-09-02,8025.189941,8616.050781,8064.763184,8575.850586,8575.850586,14295986098
2019-09-03,8575.167969,8892.500977,8599.452148,8785.593750,8785.593750,16031191482
2019-09-04,8785.096680,8805.973633,8563.558594,8651.250977,8651.250977,13671725197
2019-09-05,8646.141602,8685.657227,8537.154297,8581.749023,8581.749023,11807923426
2019-09-06,8583.255859,8860.083008,8373.012695,8428.624023,8428.624023,15904725531
2019-09-07,8429.135742,8595.077148,8425.054688,8561.361328,8561.361328,12460655533
2019-09-08,8562.060547,8625.166992,8479.089844,8500.837891,8500.837891,11129988218
2019-09-09,8501.686523,8510.723633,8260.549805,8371.928711,8371.928711,14253734693
2019-09-10,8372.491211,8419.759766,8115.692383,8188.690430,8188.690430,12066779174
2019-09-11,8194.130859,8263.026367,8075.785645,8252.369141,8252.369141,12508688124
2019-09-12,8251.100586,8464.856445,8192.606445,8443.320313,8443.320313,12428452346
2019-09-13,8447.359375,8465.531250,8184.294434,8285.122070,8285.122070,11283376583
2019-09-14,8273.012695,8333.694336,8230.268555,8282.451172,8282.451172,10769785045
2019-09-15,8281.185547,8305.628906,8246.348633,8280.395508,8280.395508,9637336192
2019-09-16,8280.530273,8322.186523,8200.339844,8271.791016,8271.791016,12202419045
2019-09-17,8274.016602,8236.758789,8219.837891,8192.095703,8192.095703,12242305276
2019-09-18,8197.314453,8227.453125,8182.078613,8177.567383,8177.567383,12965489944
2019-09-19,8179.369629,8258.897461,7892.722656,8197.044922,8197.044922,15918910635
2019-09-20,8196.967773,8214.236328,8109.579102,8163.385254,8163.385254,11813504898
2019-09-21,8164.994629,8168.562012,8018.317871,8033.558594,8033.558594,10764043294
2019-09-22,8037.084961,8077.437500,7955.639160,8075.819824,8075.819824,10585289084
2019-09-23,8073.871582,8067.450195,7790.479004,7825.236816,7825.236816,12180972636
2019-09-24,7825.234863,7885.288574,6700.684082,6904.547852,6904.547852,20025787062
2019-09-25,6890.821777,7007.073730,6698.397461,6867.114746,6867.114746,17594399031
2019-09-26,6867.662109,6919.087891,6392.593750,6585.660156,6585.660156,15621196929
2019-09-27,6580.901367,6730.288086,6466.783691,6714.279297,6714.279297,13351463150
2019-09-28,6713.813965,6741.757813,6611.419922,6709.289063,6709.289063,11505948924
2019-09-29,6709.388184,6722.138184,6495.834473,6592.536133,6592.536133,10603318845
2019-09-30,6592.569336,6760.825195,6365.459473,6748.894531,6748.894531,13927220768
2019-10-01,6753.657227,6897.457520,6703.517090,6787.889648,6787.889648,12452060072
2019-10-02,6788.651367,6821.671387,6709.257813,6821.671387,6821.671387,10668277182
2019-10-03,6819.828125,6837.510254,6564.251953,6692.848633,6692.848633,11075478550
2019-10-04,6692.445313,6692.899902,6610.367676,6653.621582,6653.621582,10653865294
2019-10-05,6657.035156,6661.395020,6543.265625,6608.429688,6608.429688,9890955278
2019-10-06,6607.113281,6616.463379,6453.712891,6476.685059,6476.685059,10670616960
2019-10-07,6477.466797,6751.122559,6424.280762,6710.460938,6710.460938,14656706739
2019-10-08,6711.459473,6774.747559,6702.502930,6734.477051,6734.477051,12760786845
2019-10-09,6735.342773,7064.969727,6688.319336,7038.191895,7038.191895,15872390782
2019-10-10,7029.626953,7051.264160,6928.652344,6905.327637,6905.327637,14169103099
2019-10-11,6904.354004,7004.880859,6576.644043,6581.053223,6581.053223,15503634684
2019-10-12,6576.235352,6654.983887,6574.397949,6592.756348,6592.756348,11492776297
2019-10-13,6593.030762,6697.230957,6561.706543,6594.588379,6594.588379,10943384292
2019-10-14,6594.451172,6673.454590,6593.480957,6640.900391,6640.900391,12014641485
2019-10-15,6639.926270,6670.933105,6399.285645,6430.802246,6430.802246,11928709212
2019-10-16,6430.257813,6430.288086,6212.455566,6277.320313,6277.320313,12536382878
2019-10-17,6277.543457,6326.059570,6241.767578,6297.825195,6297.825195,11123159543
2019-10-18,6295.510742,6327.958496,6127.171875,6142.248047,6142.248047,12057376535
2019-10-19,6142.707520,6226.542480,6120.346191,6154.075195,6154.075195,10629306758
2019-10-20,6161.198730,6397.696777,6123.937988,6373.911133,6373.911133,12019188748
2019-10-21,6376.265625,6396.245117,6311.297852,6355.208496,6355.208496,12233456532
2019-10-22,6354.962402,6415.435059,6266.073730,6270.050781,6270.050781,13042260988
